group	ontology	comparison	go_id	genes	genes_count
5	BP	predOr_vs_all	GO:0048583	AT1G01335, AT1G01440, AT1G01720, AT1G01960, AT1G02100, AT1G02330, AT1G02450, AT1G02660, AT1G03160, AT1G03445, AT1G03457, AT1G03670, AT1G03840, AT1G04310, AT1G04400, AT1G04450, AT1G05100, AT1G06040, AT1G07000, AT1G07430, AT1G07745, AT1G07910, AT1G08260, AT1G08390, AT1G08400, AT1G08720, AT1G08970, AT1G09415, AT1G09730, AT1G09770, AT1G10300, AT1G10370, AT1G10390, AT1G10430, AT1G10560, AT1G11310, AT1G13300, AT1G13460, AT1G13960, AT1G13980, AT1G14350, AT1G14920, AT1G15100, AT1G15670, AT1G15910, AT1G17380, AT1G17440, AT1G17600, AT1G17980, AT1G18080, AT1G18350, AT1G18400, AT1G18670, AT1G19100, AT1G19180, AT1G19250, AT1G19570, AT1G19770, AT1G20160, AT1G20900, AT1G21326, AT1G22770, AT1G22920, AT1G23080, AT1G23140, AT1G24290, AT1G24625, AT1G25490, AT1G25540, AT1G26190, AT1G27340, AT1G28280, AT1G28520, AT1G29060, AT1G30135, AT1G30460, AT1G30580, AT1G32320, AT1G32540, AT1G32640, AT1G32870, AT1G33520, AT1G35670, AT1G42540, AT1G42550, AT1G44350, AT1G44830, AT1G47370, AT1G48000, AT1G48270, AT1G48500, AT1G48590, AT1G48630, AT1G49040, AT1G49540, AT1G50030, AT1G50640, AT1G51090, AT1G51130, AT1G51660, AT1G51780, AT1G51800, AT1G51940, AT1G52400, AT1G52920, AT1G53300, AT1G53940, AT1G54200, AT1G54830, AT1G55660, AT1G56160, AT1G56190, AT1G59870, AT1G60995, AT1G63100, AT1G64280, AT1G64350, AT1G64670, AT1G66140, AT1G66230, AT1G66340, AT1G66350, AT1G66360, AT1G66730, AT1G66750, AT1G67030, AT1G67160, AT1G67360, AT1G67580, AT1G67800, AT1G67890, AT1G68310, AT1G69160, AT1G69570, AT1G69935, AT1G70170, AT1G70260, AT1G70700, AT1G70790, AT1G70800, AT1G70810, AT1G70940, AT1G71020, AT1G71230, AT1G71860, AT1G72450, AT1G73500, AT1G73580, AT1G73590, AT1G73805, AT1G74710, AT1G74950, AT1G75270, AT1G75500, AT1G76260, AT1G77110, AT1G77120, AT1G77180, AT1G77220, AT1G77470, AT1G78310, AT1G78370, AT1G78570, AT1G79190, AT1G79200, AT1G79350, AT1G79950, AT1G80080, AT1G80440, AT1G80680, AT1G80710, AT1G80730, AT1G80840, AT2G01150, AT2G01420, AT2G01540, AT2G01570, AT2G02220, AT2G02820, AT2G03300, AT2G03440, AT2G03500, AT2G04450, AT2G04550, AT2G16365, AT2G17090, AT2G18000, AT2G18790, AT2G18950, AT2G19430, AT2G20180, AT2G20330, AT2G20880, AT2G20890, AT2G21150, AT2G21320, AT2G22040, AT2G22300, AT2G22330, AT2G22370, AT2G22430, AT2G22630, AT2G22660, AT2G23070, AT2G23080, AT2G23380, AT2G24490, AT2G24790, AT2G25000, AT2G25170, AT2G25180, AT2G25490, AT2G25620, AT2G25760, AT2G25930, AT2G26070, AT2G26300, AT2G27300, AT2G28230, AT2G28290, AT2G30050, AT2G31380, AT2G31470, AT2G31610, AT2G31865, AT2G31870, AT2G31880, AT2G32460, AT2G32700, AT2G33150, AT2G33540, AT2G33550, AT2G33835, AT2G34600, AT2G34640, AT2G35320, AT2G36910, AT2G37630, AT2G37678, AT2G38240, AT2G39550, AT2G39940, AT2G40750, AT2G40830, AT2G40940, AT2G41225, AT2G41230, AT2G41370, AT2G41940, AT2G42260, AT2G42400, AT2G42620, AT2G43010, AT2G43710, AT2G43790, AT2G45000, AT2G45060, AT2G45130, AT2G46020, AT2G46340, AT2G46370, AT2G46380, AT2G46400, AT2G47000, AT2G47700, AT2G47780, AT2G48070, AT3G01080, AT3G01090, AT3G01310, AT3G01340, AT3G01650, AT3G02140, AT3G02150, AT3G02920, AT3G03450, AT3G03730, AT3G03760, AT3G03773, AT3G03940, AT3G04570, AT3G04580, AT3G05120, AT3G05480, AT3G05500, AT3G06110, AT3G06400, AT3G06730, AT3G06930, AT3G07650, AT3G07700, AT3G07780, AT3G09260, AT3G09840, AT3G09980, AT3G10040, AT3G10550, AT3G10930, AT3G11180, AT3G11220, AT3G11410, AT3G11540, AT3G11820, AT3G12380, AT3G12620, AT3G12780, AT3G13226, AT3G13550, AT3G13672, AT3G13980, AT3G14395, AT3G14840, AT3G14990, AT3G15150, AT3G15210, AT3G15730, AT3G15880, AT3G16730, AT3G16857, AT3G17860, AT3G17980, AT3G18130, AT3G18140, AT3G18165, AT3G18690, AT3G19100, AT3G19140, AT3G20760, AT3G21220, AT3G21320, AT3G21630, AT3G21650, AT3G21880, AT3G22231, AT3G22275, AT3G22400, AT3G23150, AT3G23780, AT3G24870, AT3G25020, AT3G25070, AT3G25882, AT3G26000, AT3G26090, AT3G26790, AT3G26830, AT3G26940, AT3G27120, AT3G27960, AT3G28450, AT3G28455, AT3G29160, AT3G42800, AT3G43300, AT3G43440, AT3G43810, AT3G44330, AT3G45640, AT3G46510, AT3G47620, AT3G47700, AT3G48040, AT3G48150, AT3G48590, AT3G48670, AT3G48710, AT3G49530, AT3G49810, AT3G50060, AT3G50700, AT3G51480, AT3G51550, AT3G51960, AT3G52150, AT3G52430, AT3G53870, AT3G54360, AT3G55150, AT3G55530, AT3G55560, AT3G55970, AT3G56400, AT3G56410, AT3G56580, AT3G57130, AT3G57300, AT3G57390, AT3G57860, AT3G59060, AT3G59280, AT3G59380, AT3G59390, AT3G59700, AT3G59940, AT3G60860, AT3G61190, AT3G61670, AT3G62150, AT3G62590, AT3G63010, AT4G00020, AT4G00315, AT4G00380, AT4G00830, AT4G00990, AT4G01090, AT4G01895, AT4G02195, AT4G02380, AT4G02440, AT4G02450, AT4G02550, AT4G02590, AT4G03110, AT4G03440, AT4G03450, AT4G03460, AT4G03470, AT4G03480, AT4G03490, AT4G03500, AT4G03550, AT4G03960, AT4G04770, AT4G04920, AT4G05040, AT4G05590, AT4G06634, AT4G08150, AT4G08480, AT4G08920, AT4G09570, AT4G11260, AT4G11890, AT4G12560, AT4G12720, AT4G12810, AT4G12820, AT4G13040, AT4G14300, AT4G14390, AT4G14400, AT4G14465, AT4G14720, AT4G14790, AT4G15415, AT4G15900, AT4G16340, AT4G16660, AT4G16830, AT4G16990, AT4G17410, AT4G17680, AT4G18390, AT4G18470, AT4G18710, AT4G18760, AT4G19030, AT4G19040, AT4G19530, AT4G19660, AT4G20310, AT4G20380, AT4G20400, AT4G22140, AT4G22305, AT4G23450, AT4G23570, AT4G23810, AT4G24540, AT4G24560, AT4G24580, AT4G24970, AT4G25230, AT4G25520, AT4G26000, AT4G26070, AT4G26080, AT4G26120, AT4G26150, AT4G26410, AT4G26630, AT4G26750, AT4G29140, AT4G29810, AT4G29860, AT4G30200, AT4G31120, AT4G31300, AT4G31550, AT4G31800, AT4G31920, AT4G32570, AT4G32730, AT4G32770, AT4G32960, AT4G32970, AT4G33360, AT4G33730, AT4G33780, AT4G33950, AT4G34220, AT4G34410, AT4G34460, AT4G34550, AT4G35020, AT4G35380, AT4G35390, AT4G35580, AT4G35790, AT4G35900, AT4G36280, AT4G36290, AT4G37000, AT4G37260, AT4G37460, AT4G37900, AT4G38200, AT4G38360, AT4G38960, AT4G39030, AT4G39050, AT4G39070, AT4G39100, AT4G39403, AT5G01520, AT5G01810, AT5G02800, AT5G03280, AT5G03730, AT5G04240, AT5G05190, AT5G05300, AT5G05600, AT5G06100, AT5G06210, AT5G07690, AT5G08120, AT5G08130, AT5G08335, AT5G08520, AT5G08790, AT5G09230, AT5G09530, AT5G10010, AT5G10720, AT5G10810, AT5G11250, AT5G11260, AT5G11270, AT5G11310, AT5G11510, AT5G12050, AT5G13080, AT5G13130, AT5G13190, AT5G13220, AT5G13320, AT5G13530, AT5G13680, AT5G13790, AT5G14420, AT5G14530, AT5G14930, AT5G15100, AT5G16530, AT5G17490, AT5G17800, AT5G18190, AT5G18200, AT5G18610, AT5G18620, AT5G18650, AT5G19610, AT5G19690, AT5G19920, AT5G20150, AT5G20270, AT5G20480, AT5G20720, AT5G20900, AT5G20910, AT5G22090, AT5G22330, AT5G23320, AT5G23570, AT5G24590, AT5G24655, AT5G24660, AT5G25160, AT5G25350, AT5G26751, AT5G26920, AT5G27320, AT5G27620, AT5G35530, AT5G35580, AT5G35620, AT5G35980, AT5G36890, AT5G37190, AT5G37740, AT5G39500, AT5G39610, AT5G40280, AT5G40440, AT5G40490, AT5G40820, AT5G40990, AT5G41560, AT5G41790, AT5G43410, AT5G43470, AT5G45050, AT5G45060, AT5G45110, AT5G45250, AT5G45600, AT5G45770, AT5G46210, AT5G46350, AT5G46590, AT5G47220, AT5G47390, AT5G47710, AT5G48170, AT5G48380, AT5G48890, AT5G49470, AT5G50320, AT5G50440, AT5G50970, AT5G51450, AT5G51910, AT5G52050, AT5G52200, AT5G52440, AT5G52810, AT5G53000, AT5G53060, AT5G53160, AT5G55660, AT5G56580, AT5G56860, AT5G57090, AT5G58070, AT5G58430, AT5G58580, AT5G58787, AT5G59220, AT5G59890, AT5G60300, AT5G60410, AT5G60870, AT5G61880, AT5G62090, AT5G62470, AT5G62570, AT5G62640, AT5G62880, AT5G63470, AT5G63550, AT5G64610, AT5G64750, AT5G64910, AT5G64940, AT5G65000, AT5G65050, AT5G65060, AT5G65600, AT5G66130, AT5G66210, AT5G66350, AT5G66730, AT5G66850, AT5G67160, AT5G67300	677
5	BP	predOr_vs_all	GO:0040007	AT1G01510, AT1G01910, AT1G02900, AT1G03010, AT1G03060, AT1G03170, AT1G03300, AT1G03840, AT1G04400, AT1G04450, AT1G04880, AT1G04950, AT1G05800, AT1G05850, AT1G08030, AT1G08620, AT1G08660, AT1G08730, AT1G09080, AT1G09240, AT1G09330, AT1G10120, AT1G10370, AT1G10480, AT1G10550, AT1G10770, AT1G11160, AT1G11240, AT1G11420, AT1G12040, AT1G12560, AT1G12610, AT1G12840, AT1G12920, AT1G12950, AT1G13180, AT1G13620, AT1G13710, AT1G13870, AT1G13980, AT1G14920, AT1G15990, AT1G16060, AT1G16340, AT1G16510, AT1G17145, AT1G17345, AT1G17580, AT1G17930, AT1G18620, AT1G18750, AT1G19270, AT1G19780, AT1G20090, AT1G20330, AT1G20580, AT1G21210, AT1G21270, AT1G22130, AT1G22270, AT1G22620, AT1G24620, AT1G26260, AT1G26540, AT1G26945, AT1G27320, AT1G27380, AT1G27730, AT1G28270, AT1G29400, AT1G29420, AT1G29430, AT1G29440, AT1G29450, AT1G29460, AT1G29490, AT1G29500, AT1G29510, AT1G30570, AT1G30755, AT1G31140, AT1G31420, AT1G31650, AT1G32310, AT1G32585, AT1G32610, AT1G32940, AT1G34320, AT1G34350, AT1G34670, AT1G35670, AT1G44120, AT1G44900, AT1G47240, AT1G47485, AT1G48020, AT1G48100, AT1G48605, AT1G49040, AT1G49240, AT1G49490, AT1G50030, AT1G50610, AT1G50890, AT1G50930, AT1G51190, AT1G52150, AT1G53000, AT1G53700, AT1G54280, AT1G54390, AT1G54490, AT1G54560, AT1G55180, AT1G55325, AT1G55350, AT1G55460, AT1G56150, AT1G56430, AT1G58250, AT1G60420, AT1G60980, AT1G61290, AT1G61795, AT1G62430, AT1G63450, AT1G63530, AT1G63700, AT1G64980, AT1G65380, AT1G65680, AT1G66810, AT1G67120, AT1G67360, AT1G67710, AT1G67775, AT1G68090, AT1G68530, AT1G68920, AT1G68990, AT1G69220, AT1G69380, AT1G69490, AT1G69940, AT1G70140, AT1G70170, AT1G70710, AT1G70940, AT1G71090, AT1G71270, AT1G71692, AT1G71800, AT1G72150, AT1G72290, AT1G72300, AT1G72430, AT1G73430, AT1G74160, AT1G74360, AT1G74380, AT1G74500, AT1G75080, AT1G75500, AT1G75750, AT1G75780, AT1G75840, AT1G77110, AT1G77460, AT1G77980, AT1G78370, AT1G78420, AT1G79130, AT1G79250, AT1G79500, AT1G79860, AT1G80350, AT2G01500, AT2G01570, AT2G02470, AT2G03060, AT2G03680, AT2G04025, AT2G04550, AT2G05520, AT2G06850, AT2G07020, AT2G07040, AT2G13680, AT2G17090, AT2G17500, AT2G17870, AT2G18010, AT2G18300, AT2G19620, AT2G19690, AT2G19760, AT2G20190, AT2G20370, AT2G20430, AT2G20610, AT2G21480, AT2G22125, AT2G23070, AT2G24260, AT2G25010, AT2G25180, AT2G25630, AT2G25930, AT2G26330, AT2G26420, AT2G26650, AT2G26670, AT2G26710, AT2G28350, AT2G28620, AT2G28625, AT2G30070, AT2G31081, AT2G31500, AT2G32460, AT2G33160, AT2G33460, AT2G33775, AT2G33880, AT2G34260, AT2G34480, AT2G34650, AT2G34980, AT2G35110, AT2G35230, AT2G35350, AT2G35620, AT2G36850, AT2G36880, AT2G37540, AT2G37620, AT2G37740, AT2G39840, AT2G40220, AT2G41210, AT2G41225, AT2G41230, AT2G41451, AT2G41630, AT2G41800, AT2G41970, AT2G42080, AT2G42410, AT2G42830, AT2G42870, AT2G42890, AT2G43060, AT2G43750, AT2G44080, AT2G45160, AT2G45190, AT2G45210, AT2G45890, AT2G46660, AT2G46690, AT2G46840, AT2G47000, AT2G47040, AT2G47230, AT2G47430, AT2G47780, AT2G47790, AT3G01015, AT3G01700, AT3G01730, AT3G02050, AT3G02170, AT3G02260, AT3G03110, AT3G03773, AT3G03830, AT3G04740, AT3G05500, AT3G05640, AT3G06010, AT3G06020, AT3G06200, AT3G06400, AT3G06810, AT3G07160, AT3G07220, AT3G07880, AT3G08550, AT3G08850, AT3G08970, AT3G09840, AT3G11440, AT3G11580, AT3G12090, AT3G12160, AT3G12280, AT3G12380, AT3G12690, AT3G12830, AT3G13530, AT3G13870, AT3G13900, AT3G14370, AT3G15150, AT3G15380, AT3G16570, AT3G16640, AT3G16800, AT3G16857, AT3G17220, AT3G17850, AT3G18000, AT3G18030, AT3G18140, AT3G18360, AT3G18780, AT3G19020, AT3G19820, AT3G20190, AT3G20470, AT3G20550, AT3G20557, AT3G20630, AT3G20840, AT3G22200, AT3G22990, AT3G23090, AT3G23160, AT3G23380, AT3G23630, AT3G23860, AT3G23980, AT3G24010, AT3G24225, AT3G24240, AT3G26610, AT3G26618, AT3G26870, AT3G27000, AT3G27310, AT3G27960, AT3G28857, AT3G29030, AT3G42880, AT3G43960, AT3G44600, AT3G45100, AT3G45260, AT3G46090, AT3G46290, AT3G46550, AT3G47180, AT3G47710, AT3G48430, AT3G48820, AT3G48860, AT3G49110, AT3G49120, AT3G49670, AT3G49720, AT3G50310, AT3G50660, AT3G50960, AT3G51050, AT3G51160, AT3G51300, AT3G51460, AT3G51550, AT3G51800, AT3G52770, AT3G53750, AT3G54010, AT3G54180, AT3G54720, AT3G54920, AT3G54950, AT3G56640, AT3G56930, AT3G56960, AT3G57190, AT3G57200, AT3G57550, AT3G57670, AT3G58780, AT3G58850, AT3G59760, AT3G59900, AT3G60630, AT3G61650, AT3G61880, AT3G62300, AT3G62610, AT3G62910, AT3G63310, AT3G63430, AT3G63530, AT4G00150, AT4G00450, AT4G01710, AT4G02350, AT4G02450, AT4G02980, AT4G03260, AT4G04900, AT4G05530, AT4G07410, AT4G08500, AT4G08770, AT4G08920, AT4G11880, AT4G12420, AT4G12770, AT4G12780, AT4G13240, AT4G14430, AT4G14880, AT4G15290, AT4G16444, AT4G16780, AT4G17530, AT4G17615, AT4G18710, AT4G20260, AT4G20270, AT4G22270, AT4G22340, AT4G22910, AT4G22970, AT4G23340, AT4G23410, AT4G23640, AT4G24190, AT4G24580, AT4G25010, AT4G25350, AT4G25420, AT4G26690, AT4G26930, AT4G27060, AT4G28110, AT4G28190, AT4G28540, AT4G28556, AT4G28560, AT4G29040, AT4G29140, AT4G29460, AT4G29470, AT4G30160, AT4G30410, AT4G30980, AT4G31400, AT4G31500, AT4G31910, AT4G31920, AT4G32551, AT4G33970, AT4G34040, AT4G34490, AT4G34580, AT4G34600, AT4G34760, AT4G34940, AT4G36380, AT4G36480, AT4G37490, AT4G37580, AT4G38430, AT4G38630, AT4G38850, AT4G39110, AT4G39730, AT4G40060, AT5G01180, AT5G01270, AT5G01770, AT5G01840, AT5G03150, AT5G03540, AT5G03680, AT5G04240, AT5G04550, AT5G04950, AT5G05160, AT5G05500, AT5G05620, AT5G05980, AT5G06100, AT5G07200, AT5G07225, AT5G07290, AT5G07370, AT5G07830, AT5G08450, AT5G08520, AT5G08660, AT5G09350, AT5G09680, AT5G09810, AT5G09970, AT5G10480, AT5G10510, AT5G11790, AT5G11980, AT5G12180, AT5G13010, AT5G13150, AT5G13290, AT5G13530, AT5G13680, AT5G13990, AT5G14090, AT5G14380, AT5G14870, AT5G15160, AT5G15470, AT5G15580, AT5G16000, AT5G16490, AT5G16850, AT5G16910, AT5G17020, AT5G17690, AT5G17800, AT5G18010, AT5G18020, AT5G18030, AT5G18050, AT5G18060, AT5G18080, AT5G18560, AT5G18580, AT5G18830, AT5G19040, AT5G19310, AT5G19360, AT5G19400, AT5G19740, AT5G20350, AT5G20490, AT5G20820, AT5G23080, AT5G23530, AT5G23800, AT5G24630, AT5G24740, AT5G26240, AT5G26720, AT5G27540, AT5G27930, AT5G28470, AT5G28490, AT5G28646, AT5G35700, AT5G35750, AT5G35770, AT5G37055, AT5G39860, AT5G39990, AT5G41950, AT5G42350, AT5G43900, AT5G44160, AT5G44610, AT5G45420, AT5G45550, AT5G46220, AT5G46520, AT5G47100, AT5G47200, AT5G47370, AT5G47390, AT5G47880, AT5G48230, AT5G49270, AT5G49680, AT5G49720, AT5G50100, AT5G50320, AT5G50800, AT5G51310, AT5G51350, AT5G51430, AT5G51670, AT5G51810, AT5G52140, AT5G52150, AT5G52155, AT5G52240, AT5G52360, AT5G53000, AT5G53400, AT5G53460, AT5G54310, AT5G54510, AT5G54790, AT5G55020, AT5G55300, AT5G55540, AT5G55810, AT5G56080, AT5G56170, AT5G56540, AT5G56750, AT5G57490, AT5G58220, AT5G59810, AT5G60340, AT5G60410, AT5G60660, AT5G60810, AT5G60880, AT5G60910, AT5G60920, AT5G61980, AT5G62310, AT5G63220, AT5G63840, AT5G64070, AT5G64340, AT5G64740, AT5G65090, AT5G65700, AT5G65810, AT5G66210, AT5G66410, AT5G66680, AT5G66815, AT5G67500	629
5	BP	predOr_vs_all	GO:0070646	AT1G02090, AT1G04860, AT1G09730, AT1G10570, AT1G10600, AT1G17110, AT1G22920, AT1G28120, AT1G32850, AT1G43690, AT1G48790, AT1G50670, AT1G51710, AT1G52430, AT1G52450, AT1G60220, AT1G65110, AT1G65140, AT1G65150, AT1G65165, AT1G65650, AT1G71230, AT1G80210, AT2G22310, AT2G24640, AT2G26990, AT2G27350, AT2G27650, AT2G29640, AT2G32780, AT2G38025, AT2G40930, AT3G05090, AT3G06820, AT3G06910, AT3G11910, AT3G12850, AT3G14400, AT3G20630, AT3G21280, AT3G22085, AT3G27100, AT3G47890, AT3G47910, AT3G49600, AT3G54130, AT3G61140, AT4G09770, AT4G10570, AT4G10590, AT4G11860, AT4G14110, AT4G15880, AT4G16144, AT4G17510, AT4G17895, AT4G22285, AT4G22350, AT4G22410, AT4G22960, AT4G24560, AT4G26430, AT4G30890, AT4G31670, AT4G33620, AT4G39370, AT4G39910, AT5G06600, AT5G10790, AT5G14250, AT5G16310, AT5G22030, AT5G23540, AT5G42970, AT5G46740, AT5G56280, AT5G57990, AT5G58575, AT5G61940, AT5G61950, AT5G65450	81
5	BP	predOr_vs_all	GO:0016049	AT1G01510, AT1G01910, AT1G02900, AT1G03010, AT1G03060, AT1G04450, AT1G04880, AT1G04950, AT1G05800, AT1G05850, AT1G08660, AT1G08730, AT1G09080, AT1G09240, AT1G09330, AT1G10480, AT1G10550, AT1G10770, AT1G11160, AT1G11240, AT1G12040, AT1G12560, AT1G12610, AT1G12840, AT1G12950, AT1G13180, AT1G13980, AT1G15990, AT1G16340, AT1G17345, AT1G17580, AT1G18620, AT1G18750, AT1G19780, AT1G20090, AT1G20330, AT1G21210, AT1G21270, AT1G22130, AT1G22620, AT1G24620, AT1G27380, AT1G28270, AT1G30570, AT1G31140, AT1G31420, AT1G31650, AT1G34350, AT1G35670, AT1G47240, AT1G47485, AT1G48020, AT1G48100, AT1G49040, AT1G49240, AT1G49490, AT1G50030, AT1G50610, AT1G50890, AT1G50930, AT1G53000, AT1G54280, AT1G54490, AT1G54560, AT1G55180, AT1G55350, AT1G56430, AT1G58250, AT1G60420, AT1G60980, AT1G61290, AT1G63450, AT1G63530, AT1G64980, AT1G65680, AT1G66810, AT1G68090, AT1G68530, AT1G68990, AT1G69220, AT1G69490, AT1G69940, AT1G70140, AT1G70710, AT1G70940, AT1G71270, AT1G72150, AT1G72290, AT1G72300, AT1G72430, AT1G73430, AT1G74160, AT1G74360, AT1G74380, AT1G75500, AT1G75750, AT1G75780, AT1G75840, AT1G77110, AT1G77460, AT1G77980, AT1G79500, AT1G79860, AT1G80350, AT2G01500, AT2G02470, AT2G03060, AT2G03680, AT2G04550, AT2G05520, AT2G06850, AT2G07020, AT2G07040, AT2G13680, AT2G17090, AT2G17870, AT2G18010, AT2G18300, AT2G19690, AT2G19760, AT2G20190, AT2G20370, AT2G20430, AT2G20610, AT2G21480, AT2G22125, AT2G24260, AT2G25630, AT2G25930, AT2G26330, AT2G26420, AT2G26650, AT2G28620, AT2G28625, AT2G30070, AT2G31500, AT2G32460, AT2G33160, AT2G33460, AT2G33775, AT2G34480, AT2G34650, AT2G34980, AT2G35110, AT2G35350, AT2G35620, AT2G36880, AT2G37540, AT2G37620, AT2G41210, AT2G41225, AT2G41230, AT2G41630, AT2G41800, AT2G41970, AT2G42080, AT2G43750, AT2G44080, AT2G45160, AT2G45890, AT2G47000, AT2G47040, AT3G01015, AT3G01700, AT3G01730, AT3G02050, AT3G02170, AT3G02260, AT3G03110, AT3G03830, AT3G06400, AT3G06810, AT3G07160, AT3G07880, AT3G08550, AT3G08850, AT3G08970, AT3G09840, AT3G12160, AT3G12280, AT3G12690, AT3G13530, AT3G13870, AT3G13900, AT3G15380, AT3G16640, AT3G17220, AT3G18000, AT3G18360, AT3G18780, AT3G19020, AT3G19820, AT3G20190, AT3G20470, AT3G20557, AT3G20630, AT3G22200, AT3G23090, AT3G23380, AT3G23630, AT3G23860, AT3G26610, AT3G26870, AT3G27000, AT3G27960, AT3G29030, AT3G42880, AT3G43960, AT3G45100, AT3G46290, AT3G46550, AT3G48430, AT3G48820, AT3G48860, AT3G49110, AT3G49120, AT3G49720, AT3G50660, AT3G50960, AT3G51050, AT3G51160, AT3G51300, AT3G51460, AT3G51550, AT3G51800, AT3G53750, AT3G54010, AT3G54180, AT3G54920, AT3G56640, AT3G56930, AT3G56960, AT3G57670, AT3G59760, AT3G60630, AT3G61650, AT3G63310, AT3G63430, AT4G00150, AT4G01710, AT4G02350, AT4G02980, AT4G04900, AT4G05530, AT4G08920, AT4G12420, AT4G13240, AT4G14430, AT4G14880, AT4G15290, AT4G16444, AT4G16780, AT4G17530, AT4G17615, AT4G18710, AT4G20260, AT4G22910, AT4G22970, AT4G23340, AT4G23640, AT4G24580, AT4G25420, AT4G26690, AT4G26930, AT4G27060, AT4G28110, AT4G28540, AT4G28560, AT4G29460, AT4G29470, AT4G30160, AT4G30980, AT4G31910, AT4G32551, AT4G33970, AT4G34490, AT4G34580, AT4G34600, AT4G34940, AT4G36380, AT4G36480, AT4G37490, AT4G37580, AT4G38430, AT4G38630, AT4G39110, AT4G40060, AT5G01180, AT5G01770, AT5G01840, AT5G03540, AT5G04240, AT5G04950, AT5G05500, AT5G05620, AT5G05980, AT5G07200, AT5G07370, AT5G07830, AT5G09350, AT5G09810, AT5G11980, AT5G12180, AT5G13010, AT5G13150, AT5G13990, AT5G14380, AT5G14870, AT5G15470, AT5G15580, AT5G16490, AT5G16910, AT5G17020, AT5G17690, AT5G18010, AT5G18580, AT5G19040, AT5G19310, AT5G19360, AT5G20350, AT5G20490, AT5G20820, AT5G23530, AT5G24630, AT5G26240, AT5G26720, AT5G27540, AT5G28470, AT5G28490, AT5G28646, AT5G35700, AT5G39860, AT5G39990, AT5G41950, AT5G42350, AT5G43900, AT5G44610, AT5G45420, AT5G46220, AT5G47100, AT5G47200, AT5G47370, AT5G47390, AT5G48230, AT5G49270, AT5G49680, AT5G49720, AT5G51310, AT5G51430, AT5G51810, AT5G52240, AT5G52360, AT5G53000, AT5G54310, AT5G54510, AT5G54790, AT5G55020, AT5G55540, AT5G55810, AT5G56080, AT5G56540, AT5G58220, AT5G60340, AT5G60410, AT5G60660, AT5G60880, AT5G60920, AT5G61980, AT5G62310, AT5G63220, AT5G63840, AT5G64070, AT5G64340, AT5G64740, AT5G65090, AT5G65810, AT5G66410, AT5G66680	378
